irradiance,voltage,current,power,temperature,mppt_reference_voltage,efficiency,power_deviation,condition,data_origin
914.374,17.4439,1.0476,18.0861,16.991,18.5373,0.9741,0.0259,Normal,synthetic PV simulation; not hardware measurement
778.37,18.5536,0.8371,15.1364,33.641,17.7139,0.9934,0.0066,Normal,synthetic PV simulation; not hardware measurement
526.336,18.5774,0.5104,9.0384,24.077,18.0124,0.8669,0.1331,Normal,synthetic PV simulation; not hardware measurement
639.817,18.2137,0.6923,11.7846,15.442,18.4741,0.9105,0.0895,Normal,synthetic PV simulation; not hardware measurement
959.275,18.4047,1.0146,18.0985,35.471,17.7046,0.9635,0.0365,Normal,synthetic PV simulation; not hardware measurement
456.61,18.3037,0.5095,8.9707,19.952,18.1537,0.9862,0.0138,Normal,synthetic PV simulation; not hardware measurement
809.656,17.3431,0.7602,12.6459,37.293,17.5637,0.8033,0.1967,Normal,synthetic PV simulation; not hardware measurement
661.327,16.4944,0.7446,11.3477,46.132,17.0895,0.903,0.097,Normal,synthetic PV simulation; not hardware measurement
877.023,18.7159,0.9043,16.016,25.015,18.1551,0.9145,0.0855,Normal,synthetic PV simulation; not hardware measurement
698.358,18.0882,0.7186,13.5903,22.671,18.1804,0.9742,0.0258,Normal,synthetic PV simulation; not hardware measurement
1021.157,16.3987,1.1728,20.1965,60.013,16.6135,1.0636,-0.0636,Normal,synthetic PV simulation; not hardware measurement
959.874,18.015,0.8412,14.1269,42.308,17.3939,0.7624,0.2376,Normal,synthetic PV simulation; not hardware measurement
887.868,16.6126,1.002,16.5197,28.547,17.9993,0.9382,0.0618,Normal,synthetic PV simulation; not hardware measurement
554.884,15.4154,0.6387,10.1513,50.91,16.8109,0.9764,0.0236,Normal,synthetic PV simulation; not hardware measurement
961.033,17.3294,0.9339,16.5078,25.668,18.1513,0.8598,0.1402,Normal,synthetic PV simulation; not hardware measurement
503.041,16.9659,0.5334,7.8686,37.191,17.4069,0.8121,0.1879,Normal,synthetic PV simulation; not hardware measurement
957.42,16.5124,0.9919,15.8299,62.508,16.4738,0.8954,0.1046,Normal,synthetic PV simulation; not hardware measurement
743.559,18.4804,0.8004,14.5776,14.511,18.5776,0.9646,0.0354,Normal,synthetic PV simulation; not hardware measurement
698.612,16.6304,0.7835,11.2276,44.562,17.1834,0.842,0.158,Normal,synthetic PV simulation; not hardware measurement
458.266,17.4819,0.5209,8.5275,54.946,16.5592,1.0062,-0.0062,Normal,synthetic PV simulation; not hardware measurement
463.099,18.5361,0.4953,8.8558,17.315,18.2797,0.9547,0.0453,Normal,synthetic PV simulation; not hardware measurement
810.824,17.0781,0.992,16.9219,45.515,17.19,1.0923,-0.0923,Normal,synthetic PV simulation; not hardware measurement
716.963,16.5122,0.7836,12.6191,64.345,16.2928,0.9631,0.0369,Normal,synthetic PV simulation; not hardware measurement
644.341,17.5571,0.7751,12.9356,18.939,18.3176,0.9991,0.0009,Normal,synthetic PV simulation; not hardware measurement
704.193,18.3229,0.7393,13.517,25.718,18.045,0.9667,0.0333,Normal,synthetic PV simulation; not hardware measurement
617.692,14.6561,0.7166,10.1308,63.756,16.269,0.8991,0.1009,Normal,synthetic PV simulation; not hardware measurement
685.103,17.5613,0.7669,12.6684,47.765,17.0295,0.9759,0.0241,Normal,synthetic PV simulation; not hardware measurement
880.051,17.0564,0.9055,15.3021,42.313,17.369,0.9023,0.0977,Normal,synthetic PV simulation; not hardware measurement
473.388,16.0238,0.5728,8.462,51.597,16.7252,0.9587,0.0413,Normal,synthetic PV simulation; not hardware measurement
813.919,17.6018,0.855,15.5151,30.102,17.8932,0.9659,0.0341,Normal,synthetic PV simulation; not hardware measurement
556.747,18.4382,0.5816,10.4978,26.022,17.9466,0.9545,0.0455,Normal,synthetic PV simulation; not hardware measurement
614.344,17.0422,0.61,10.0082,32.414,17.6953,0.834,0.166,Normal,synthetic PV simulation; not hardware measurement
465.123,15.5954,0.517,8.243,61.212,16.2795,0.9718,0.0282,Normal,synthetic PV simulation; not hardware measurement
914.364,17.8679,1.0743,20.1114,35.021,17.7166,1.1232,-0.1232,Normal,synthetic PV simulation; not hardware measurement
1007.545,17.169,1.23,21.1342,16.943,18.5675,1.0311,-0.0311,Normal,synthetic PV simulation; not hardware measurement
929.534,19.1267,0.9809,17.5321,26.624,18.1055,0.9465,0.0535,Normal,synthetic PV simulation; not hardware measurement
609.128,18.3478,0.6787,12.9169,26.328,17.9692,1.0723,-0.0723,Normal,synthetic PV simulation; not hardware measurement
751.507,18.5181,0.8123,14.751,20.045,18.3298,0.9762,0.0238,Normal,synthetic PV simulation; not hardware measurement
944.347,16.2523,1.1805,19.4949,63.282,16.433,1.1202,-0.1202,Normal,synthetic PV simulation; not hardware measurement
551.987,17.3231,0.6703,10.6837,61.269,16.3366,1.0575,-0.0575,Normal,synthetic PV simulation; not hardware measurement
485.309,16.713,0.5798,8.6261,39.149,17.303,0.9273,0.0727,Normal,synthetic PV simulation; not hardware measurement
1012.231,17.7273,1.1306,18.6977,43.145,17.3774,0.9576,0.0424,Normal,synthetic PV simulation; not hardware measurement
512.491,20.146,0.5464,11.1186,16.651,18.34,1.0796,-0.0796,Normal,synthetic PV simulation; not hardware measurement
638.83,17.7366,0.6615,11.3778,22.072,18.1714,0.8921,0.1079,Normal,synthetic PV simulation; not hardware measurement
490.293,16.7384,0.5153,7.816,46.739,16.961,0.8452,0.1548,Normal,synthetic PV simulation; not hardware measurement
975.76,17.6371,1.0196,16.6849,40.47,17.4841,0.8821,0.1179,Normal,synthetic PV simulation; not hardware measurement
602.73,17.1404,0.5842,9.2524,45.228,17.1035,0.8078,0.1922,Normal,synthetic PV simulation; not hardware measurement
913.116,17.416,1.0612,19.4267,39.665,17.5046,1.0971,-0.0971,Normal,synthetic PV simulation; not hardware measurement
707.459,18.6624,0.8172,14.7081,16.918,18.4477,1.0287,-0.0287,Normal,synthetic PV simulation; not hardware measurement
754.606,16.8542,0.7481,12.1159,44.459,17.2194,0.8397,0.1603,Normal,synthetic PV simulation; not hardware measurement
471.858,17.201,0.521,8.8501,46.365,16.9625,0.9944,0.0056,Normal,synthetic PV simulation; not hardware measurement
872.267,16.0896,0.907,15.4078,52.503,16.9015,0.9373,0.0627,Normal,synthetic PV simulation; not hardware measurement
874.911,17.2362,0.9804,15.8951,14.095,18.6512,0.8905,0.1095,Normal,synthetic PV simulation; not hardware measurement
887.697,17.2573,0.9375,15.7594,37.76,17.5798,0.9123,0.0877,Normal,synthetic PV simulation; not hardware measurement
708.691,19.2316,0.7941,16.0621,16.173,18.4823,1.1198,-0.1198,Normal,synthetic PV simulation; not hardware measurement
622.484,16.8856,0.6624,11.0147,60.72,16.4105,0.9631,0.0369,Normal,synthetic PV simulation; not hardware measurement
498.166,17.9746,0.4234,7.2904,22.5,18.073,0.7372,0.2628,Normal,synthetic PV simulation; not hardware measurement
676.041,17.8665,0.8249,14.4917,48.557,16.988,1.1336,-0.1336,Normal,synthetic PV simulation; not hardware measurement
491.484,18.5093,0.5938,11.7208,27.267,17.8501,1.2133,-0.2133,Normal,synthetic PV simulation; not hardware measurement
951.318,15.5978,1.0298,14.7176,57.242,16.7108,0.828,0.172,Normal,synthetic PV simulation; not hardware measurement
927.315,19.9473,1.0279,22.0213,19.957,18.408,1.1761,-0.1761,Normal,synthetic PV simulation; not hardware measurement
981.801,18.8084,1.0965,19.5242,34.184,17.7726,1.0124,-0.0124,Normal,synthetic PV simulation; not hardware measurement
646.139,18.243,0.7461,13.0001,19.947,18.2729,1.0033,-0.0033,Normal,synthetic PV simulation; not hardware measurement
866.316,17.9702,0.8686,15.3722,12.457,18.7218,0.8671,0.1329,Normal,synthetic PV simulation; not hardware measurement
476.928,16.6796,0.5528,9.247,52.072,16.7066,1.0408,-0.0408,Normal,synthetic PV simulation; not hardware measurement
1044.747,17.564,1.1388,18.3316,41.429,17.4683,0.9057,0.0943,Normal,synthetic PV simulation; not hardware measurement
985.525,17.6938,1.0077,18.1192,27.763,18.0663,0.9237,0.0763,Normal,synthetic PV simulation; not hardware measurement
1034.754,18.6849,1.1482,20.3138,17.686,18.5445,0.9659,0.0341,Normal,synthetic PV simulation; not hardware measurement
1008.877,17.7303,0.9979,18.0435,17.138,18.5592,0.8794,0.1206,Normal,synthetic PV simulation; not hardware measurement
865.108,16.5642,0.9416,16.1163,50.073,17.0088,0.9834,0.0166,Normal,synthetic PV simulation; not hardware measurement
1024.183,15.4546,1.2131,17.2731,52.074,16.9759,0.8911,0.1089,Normal,synthetic PV simulation; not hardware measurement
773.663,16.9716,0.8168,12.4319,33.427,17.7212,0.8206,0.1794,Normal,synthetic PV simulation; not hardware measurement
882.13,17.3501,0.886,15.2904,40.488,17.4531,0.896,0.104,Normal,synthetic PV simulation; not hardware measurement
766.44,15.3547,0.7839,11.2903,43.391,17.2744,0.7684,0.2316,Normal,synthetic PV simulation; not hardware measurement
806.074,15.6523,0.8615,13.482,57.798,16.6284,0.8994,0.1006,Normal,synthetic PV simulation; not hardware measurement
480.228,16.3073,0.6082,9.0846,62.04,16.2548,1.0386,-0.0386,Normal,synthetic PV simulation; not hardware measurement
652.983,15.821,0.7403,12.1021,54.543,16.7012,0.9938,0.0062,Normal,synthetic PV simulation; not hardware measurement
1003.982,18.5955,1.2419,22.3576,23.222,18.2804,1.1083,-0.1083,Normal,synthetic PV simulation; not hardware measurement
859.809,19.2979,0.9548,17.1214,14.826,18.6108,0.9777,0.0223,Normal,synthetic PV simulation; not hardware measurement
835.39,18.7052,0.8442,14.4207,17.128,18.4944,0.8518,0.1482,Normal,synthetic PV simulation; not hardware measurement
586.019,17.022,0.6227,9.6697,41.856,17.2458,0.8625,0.1375,Normal,synthetic PV simulation; not hardware measurement
540.596,16.6137,0.6248,10.7484,45.458,17.0487,1.0491,-0.0491,Normal,synthetic PV simulation; not hardware measurement
459.889,18.693,0.4812,9.1036,31.996,17.6074,1.0183,-0.0183,Normal,synthetic PV simulation; not hardware measurement
712.194,19.4012,0.7609,15.7078,21.165,18.257,1.1004,-0.1004,Normal,synthetic PV simulation; not hardware measurement
749.568,17.1188,0.74,12.2066,48.717,17.0228,0.8596,0.1404,Normal,synthetic PV simulation; not hardware measurement
468.597,18.3083,0.5396,9.7752,39.378,17.2783,1.0896,-0.0896,Normal,synthetic PV simulation; not hardware measurement
509.971,17.3473,0.6202,9.8422,41.552,17.2136,1.011,-0.011,Normal,synthetic PV simulation; not hardware measurement
821.95,16.2994,0.9472,14.8287,61.088,16.4866,0.977,0.023,Normal,synthetic PV simulation; not hardware measurement
566.777,18.5225,0.621,10.9576,20.798,18.192,0.9681,0.0319,Normal,synthetic PV simulation; not hardware measurement
985.878,18.66,1.1675,22.6613,16.703,18.5696,1.1298,-0.1298,Normal,synthetic PV simulation; not hardware measurement
696.722,18.2775,0.8513,14.9659,13.674,18.5893,1.0565,-0.0565,Normal,synthetic PV simulation; not hardware measurement
849.631,16.6301,0.9227,14.7531,38.12,17.5456,0.8938,0.1062,Normal,synthetic PV simulation; not hardware measurement
568.489,17.7156,0.7286,13.622,58.506,16.4745,1.3002,-0.3002,Normal,synthetic PV simulation; not hardware measurement
792.728,18.8793,0.9143,16.9665,27.293,18.0103,1.0788,-0.0788,Normal,synthetic PV simulation; not hardware measurement
982.657,18.0187,1.1635,19.6278,36.613,17.6624,1.022,-0.022,Normal,synthetic PV simulation; not hardware measurement
879.974,18.0186,1.0359,19.2009,27.426,18.0467,1.0979,-0.0979,Normal,synthetic PV simulation; not hardware measurement
848.748,15.8101,1.0297,16.0928,55.138,16.7705,1.0125,-0.0125,Normal,synthetic PV simulation; not hardware measurement
686.656,15.4915,0.817,12.1384,56.557,16.63,0.9512,0.0488,Normal,synthetic PV simulation; not hardware measurement
744.966,16.2021,0.8411,12.2121,42.465,17.305,0.8539,0.1461,Normal,synthetic PV simulation; not hardware measurement
689.187,16.1551,0.7768,11.9667,37.024,17.5212,0.8955,0.1045,Normal,synthetic PV simulation; not hardware measurement
930.346,19.5203,1.0893,20.4449,27.122,18.0832,1.1039,-0.1039,Normal,synthetic PV simulation; not hardware measurement
603.075,16.8946,0.6648,10.6203,58.414,16.5027,0.9542,0.0458,Normal,synthetic PV simulation; not hardware measurement
685.981,17.8184,0.7086,12.7497,32.557,17.7228,0.9497,0.0503,Normal,synthetic PV simulation; not hardware measurement
985.491,17.0527,1.0025,17.4694,63.516,16.4397,0.9616,0.0384,Normal,synthetic PV simulation; not hardware measurement
585.839,17.1938,0.6387,9.6527,41.494,17.2621,0.8606,0.1394,Normal,synthetic PV simulation; not hardware measurement
696.205,17.9821,0.6969,12.6494,19.243,18.3353,0.9035,0.0965,Normal,synthetic PV simulation; not hardware measurement
629.255,17.8707,0.7605,13.2487,36.382,17.5242,1.0863,-0.0863,Normal,synthetic PV simulation; not hardware measurement
795.177,16.0993,0.8872,12.7139,52.535,16.8625,0.8501,0.1499,Normal,synthetic PV simulation; not hardware measurement
561.997,15.4412,0.5956,8.5534,50.373,16.8406,0.8111,0.1889,Normal,synthetic PV simulation; not hardware measurement
928.51,18.491,1.05,19.7201,39.83,17.5039,1.0952,-0.0952,Normal,synthetic PV simulation; not hardware measurement
639.459,17.6342,0.6818,11.657,47.793,17.0107,0.9635,0.0365,Normal,synthetic PV simulation; not hardware measurement
929.708,17.8382,1.0677,19.2075,30.8,17.9154,1.0456,-0.0456,Normal,synthetic PV simulation; not hardware measurement
531.133,17.7889,0.5545,9.6157,30.625,17.7176,0.9261,0.0739,Normal,synthetic PV simulation; not hardware measurement
773.501,17.5514,0.8011,14.9174,15.982,18.5152,0.9509,0.0491,Normal,synthetic PV simulation; not hardware measurement
797.799,17.5802,0.9127,15.6268,52.831,16.8503,1.042,-0.042,Normal,synthetic PV simulation; not hardware measurement
807.515,16.7668,0.7986,12.6147,50.745,16.9502,0.827,0.173,Normal,synthetic PV simulation; not hardware measurement
973.944,16.8241,1.1454,16.8981,41.61,17.4315,0.8972,0.1028,Normal,synthetic PV simulation; not hardware measurement
1003.988,16.1921,1.1498,17.273,62.661,16.4862,0.9311,0.0689,Normal,synthetic PV simulation; not hardware measurement
581.996,17.3251,0.5988,9.799,35.914,17.5138,0.8692,0.1308,Normal,synthetic PV simulation; not hardware measurement
835.901,18.3566,0.9077,15.4624,14.42,18.6179,0.908,0.092,Normal,synthetic PV simulation; not hardware measurement
597.214,18.0627,0.6719,11.3027,15.403,18.4592,0.9367,0.0633,Normal,synthetic PV simulation; not hardware measurement
708.791,15.9961,0.8918,14.5944,61.796,16.4042,1.1204,-0.1204,Normal,synthetic PV simulation; not hardware measurement
698.656,17.8115,0.8207,13.0414,33.987,17.6651,0.9563,0.0437,Normal,synthetic PV simulation; not hardware measurement
1008.427,18.3492,1.1806,20.6954,13.074,18.7439,1.0012,-0.0012,Normal,synthetic PV simulation; not hardware measurement
690.784,18.3457,0.7771,13.4306,16.959,18.4361,0.9626,0.0374,Normal,synthetic PV simulation; not hardware measurement
583.094,18.4508,0.7059,12.4924,18.724,18.2981,1.0678,-0.0678,Normal,synthetic PV simulation; not hardware measurement
816.174,19.4619,0.8665,17.4307,22.813,18.2261,1.0663,-0.0663,Normal,synthetic PV simulation; not hardware measurement
1008.746,17.7103,1.2197,20.9637,46.385,17.2285,1.0849,-0.0849,Normal,synthetic PV simulation; not hardware measurement
790.687,16.7447,0.8478,14.331,47.696,17.0805,0.9536,0.0464,Normal,synthetic PV simulation; not hardware measurement
962.636,18.9586,0.9929,19.1408,12.397,18.7558,0.9696,0.0304,Normal,synthetic PV simulation; not hardware measurement
803.874,17.0131,0.8718,14.6461,48.956,17.0298,0.9609,0.0391,Normal,synthetic PV simulation; not hardware measurement
979.144,18.2994,0.9679,15.7994,16.552,18.5737,0.793,0.207,Normal,synthetic PV simulation; not hardware measurement
583.489,17.5413,0.6315,10.7063,34.169,17.5944,0.9437,0.0563,Normal,synthetic PV simulation; not hardware measurement
975.177,16.6526,1.0905,16.896,60.409,16.5768,0.9335,0.0665,Normal,synthetic PV simulation; not hardware measurement
457.085,16.7125,0.4743,7.392,43.385,17.0854,0.8525,0.1475,Normal,synthetic PV simulation; not hardware measurement
620.079,16.2297,0.7571,11.8724,46.493,17.0574,1.0097,-0.0097,Normal,synthetic PV simulation; not hardware measurement
941.717,16.2891,1.0382,17.7387,58.38,16.6549,1.011,-0.011,Normal,synthetic PV simulation; not hardware measurement
813.75,18.5821,0.8139,13.5189,41.091,17.3928,0.8613,0.1387,Normal,synthetic PV simulation; not hardware measurement
943.128,18.0776,1.0615,19.1919,37.063,17.6253,1.043,-0.043,Normal,synthetic PV simulation; not hardware measurement
508.848,17.8224,0.5359,8.7562,51.521,16.7581,0.9213,0.0787,Normal,synthetic PV simulation; not hardware measurement
516.45,17.214,0.6109,10.0006,59.133,16.417,1.0544,-0.0544,Normal,synthetic PV simulation; not hardware measurement
875.367,18.8129,0.8213,13.8343,24.438,18.1806,0.7905,0.2095,Normal,synthetic PV simulation; not hardware measurement
792.438,16.5544,0.8908,13.9286,57.563,16.6322,0.9451,0.0549,Normal,synthetic PV simulation; not hardware measurement
488.674,17.4702,0.4957,9.2194,49.423,16.8373,1.0063,-0.0063,Normal,synthetic PV simulation; not hardware measurement
831.325,17.3786,0.886,15.2698,35.711,17.6464,0.9411,0.0589,Normal,synthetic PV simulation; not hardware measurement
599.205,16.2755,0.714,11.5738,53.49,16.7245,1.0352,-0.0352,Normal,synthetic PV simulation; not hardware measurement
579.342,18.132,0.7431,12.803,24.957,18.0113,1.1155,-0.1155,Normal,synthetic PV simulation; not hardware measurement
695.821,18.2379,0.8789,16.1919,12.862,18.6257,1.1427,-0.1427,Normal,synthetic PV simulation; not hardware measurement
971.455,17.0654,1.0789,19.2159,44.267,17.3096,1.0287,-0.0287,Normal,synthetic PV simulation; not hardware measurement
845.589,17.7646,0.9698,16.4229,22.879,18.2375,0.9691,0.0309,Normal,synthetic PV simulation; not hardware measurement
974.894,17.4536,0.932,16.7647,36.671,17.6566,0.8801,0.1199,Normal,synthetic PV simulation; not hardware measurement
604.612,16.0695,0.7026,10.6203,62.847,16.3017,0.9614,0.0386,Normal,synthetic PV simulation; not hardware measurement
648.885,18.1005,0.7358,13.7102,27.995,17.908,1.0707,-0.0707,Normal,synthetic PV simulation; not hardware measurement
720.779,17.8302,0.7673,13.7806,26.342,18.026,0.9637,0.0363,Normal,synthetic PV simulation; not hardware measurement
648.751,18.1672,0.7469,12.2202,40.712,17.3286,0.9802,0.0198,Normal,synthetic PV simulation; not hardware measurement
706.077,16.7079,0.823,12.5111,50.233,16.9294,0.9396,0.0604,Normal,synthetic PV simulation; not hardware measurement
916.144,16.1156,1.0734,16.0712,64.789,16.3622,0.9558,0.0442,Normal,synthetic PV simulation; not hardware measurement
